&##&promotion.look_at_the_gift&##&,&##&查看赠品&##&
&##&promotion.registration_of_brand_names&##&,&##&报名商品品牌范围&##&
&##&promotion.arbitrarily_spelling&##&,&##&任意拼&##&
&##&promotion.language_files_have_not_been_set_up&##&,&##&尚未设置语言文件&##&
&##&promotion.original_settlement_price&##&,&##&原结算价&##&
&##&promotion.brand_business&##&,&##&品牌商&##&
&##&promotion.audit_does_not_pass_through_success&##&,&##&审核不通过成功&##&
&##&promotion.discount_input_is_mistaken&##&,&##&折扣输入有误&##&
&##&promotion.the_promotion_of_imported_milk_powder&##&,&##&进口奶粉促销&##&
&##&promotion.the_gift_kaka_type_can_not_be_empty&##&,&##&礼品卡卡种类型不能为空&##&
&##&promotion.the_total_number_of_activities_should_be_limited_to&##&,&##&活动总限购数应限制在&##&
&##&promotion.or_use_some_kind_of_directly_specified_format&##&,&##&还是使用某种直接指定的格式&##&
&##&promotion.member_types_must_be_selected&##&,&##&会员类型必须选择&##&
&##&promotion.picture_transfer&##&,&##&图片转存&##&
&##&promotion.empty_documents&##&,&##&清空文档&##&
&##&promotion.sunday&##&,&##&星期日&##&
&##&promotion.commodity_picture&##&,&##&商品图片&##&
&##&promotion.no_restrictions&##&,&##&不限制&##&
&##&promotion.only_for_new_users&##&,&##&仅限新用户&##&
&##&promotion.average_distribution_of_each_column&##&,&##&平均分布各列&##&
&##&promotion.view_the_division_rules&##&,&##&查看分佣规则&##&
&##&promotion.paizhuan&##&,&##&拍砖&##&
&##&promotion.manual_sorting_must_be_a_non_negative_integer&##&,&##&手动排序必须是非负整数&##&
&##&promotion.obvious_emphasis&##&,&##&明显强调&##&
&##&promotion.return&##&,&##&返回&##&
&##&promotion.tongue&##&,&##&吐舌&##&
&##&promotion.coupon_details&##&,&##&优惠券明细&##&
&##&promotion.like&##&,&##&喜欢&##&
&##&promotion.available_quantity&##&,&##&可发行数量&##&
&##&promotion.view_the_coupons&##&,&##&查看优惠券&##&
&##&promotion.distance_from_the_end&##&,&##&距结束&##&
&##&promotion.no_picture_was_found&##&,&##&没有找到图片&##&
&##&promotion.group_user&##&,&##&开团用户&##&
&##&promotion.whether_the_winning_list_is_displayed_at_the_front_desk&##&,&##&是否在前台显示中奖名单&##&
&##&promotion.the_price_reduction_is_not_greater_than_the_original_price&##&,&##&减价不能大于原价&##&
&##&promotion.cashier_terminal&##&,&##&收银终端&##&
&##&promotion.input_brand&##&,&##&输入品牌&##&
&##&promotion.font_color&##&,&##&字体颜色&##&
&##&promotion.love&##&,&##&爱&##&
&##&promotion.the_promotion_parameter_audit_failed_to_pass&##&,&##&促销参数审核未通过&##&
&##&promotion.cant_be_empty&##&,&##&不能为空&##&
&##&promotion.axis&##&,&##&轴&##&
&##&promotion.set_the_selected_word_in_italic&##&,&##&给选中字设置为斜体&##&
&##&promotion.whether_to_confirm_the_copy_of_the_activity&##&,&##&是否确认复制该活动&##&
&##&promotion.the_starting_price_of_the_retail_price_must_be_less_than_the_end_price&##&,&##&零售价起始价必须小于结束价&##&
&##&promotion.the_main_gift_is_the_same&##&,&##&主赠相同&##&
&##&promotion.dash&##&,&##&破折号&##&
&##&promotion.site&##&,&##&址&##&
&##&promotion.scavenging_format&##&,&##&清除格式&##&
&##&promotion.wechat_special&##&,&##&微信专用&##&
&##&promotion.please_choose_the_goods_that_need_to_be_withdrawn&##&,&##&请选择需要撤出的商品&##&
&##&promotion.classification_name&##&,&##&分类名称&##&
&##&promotion.exclude_the_scope_of_goods&##&,&##&排除商品范围&##&
&##&promotion.change_purchase_price&##&,&##&换购价&##&
&##&promotion.special_price_for_a_set_meal&##&,&##&套餐特价&##&
&##&promotion.this_function_is_made_up_of_baidu&##&,&##&本功能由百度&##&
&##&promotion.success_in_creating_activities&##&,&##&活动创建成功&##&
&##&promotion.bottom_line_input_is_mistaken&##&,&##&砍价底线输入有误&##&
&##&promotion.confirm_delete_selection&##&,&##&是否确认批量删除选品&##&
&##&promotion.flash_purchase&##&,&##&闪购&##&
&##&promotion.electronic_card&##&,&##&电子卡&##&
&##&promotion.apple&##&,&##&苹果&##&
&##&promotion.an_hour_without_a_regiment_is_automatic.&##&,&##&小时未成团则自动成团&##&
&##&promotion.the_number_within_the_range&##&,&##&范围内的数&##&
&##&promotion.coupons_of_different_denominations_by_setting_specific_goods&##&,&##&通过设置特定商品的不同面额优惠券&##&
&##&promotion.prevent_users_from_getting_goods_due_to_sales_area_reasons_after_winning_the_prize&##&,&##&防止用户中奖后由于销售区域原因无法获得商品&##&
&##&promotion.about&##&,&##&关于&##&
&##&promotion.a_file_has_been_uploaded&##&,&##&个文件已上传&##&
&##&promotion.rectangular_selection&##&,&##&矩形选择&##&
&##&promotion.click_the_top_copy_button&##&,&##&点击顶部复制按钮&##&
&##&promotion.juggling&##&,&##&杂耍&##&
&##&promotion.the_input_of_individual_limit_purchase_number_of_selected_goods_is_incorrect&##&,&##&选中商品个人限购数输入有误&##&
&##&promotion.frozen_commodity_stock&##&,&##&冻结商品库存&##&
&##&promotion.automatic_regiment_setting&##&,&##&自动成团设置&##&
&##&promotion.help&##&,&##&帮助&##&
&##&promotion.is_there_any_existence_in_the_commodity_pool&##&,&##&商品池中是否已存在&##&
&##&promotion.the_ratio_of_rebate_percent_is_mistaken&##&,&##&返利百分比值设置有误&##&
&##&promotion.december&##&,&##&十二月&##&
&##&promotion.please_choose_the_goods_that_need_to_be_checked_out&##&,&##&请选择需要审核不通过的商品&##&
&##&promotion.purple&##&,&##&紫&##&
&##&promotion.server_return_error&##&,&##&服务器返回出错&##&
&##&promotion.continue_to_add_second_promotions&##&,&##&继续添加秒杀促销活动&##&
&##&promotion.to_prevent_a_user_from_buying_a_commodity_after_the_sale_area_is_unable_to_obtain_a_gift.&##&,&##&防止用户购买商品后由于销售区域原因无法获得赠品的情况发生&##&
&##&promotion.please_wait_a_little_later&##&,&##&请稍后&##&
&##&promotion.rule&##&,&##&规则&##&
&##&promotion.fracture&##&,&##&折&##&
&##&promotion.special-purpose&##&,&##&专用&##&
&##&promotion.anchor_name&##&,&##&锚点名字&##&
&##&promotion.new_combination&##&,&##&新增组合&##&
&##&promotion.audit_does_not_pass_through&##&,&##&审核不通过&##&
&##&promotion.gift_type&##&,&##&赠品类型&##&
&##&promotion.getting_a_background_configuration_item_to_ask_for_an_error&##&,&##&获取后台配置项请求出错&##&
&##&promotion.automatically_adjust_the_size_of_the_table&##&,&##&自动调整表格尺寸&##&
&##&promotion.set_up_a_commodity&##&,&##&设置参与商品&##&
&##&promotion.implement&##&,&##&执行&##&
&##&promotion.prompt&##&,&##&提示&##&
&##&promotion.combined_promotion_activities_to_create_success&##&,&##&组合促销活动创建成功&##&
&##&promotion.audit_through_success&##&,&##&审核通过成功&##&
&##&promotion.second_killing_promotion&##&,&##&秒杀促销&##&
&##&promotion.not_selected&##&,&##&未选&##&
&##&promotion.quantity_of_raw_card&##&,&##&可生卡量&##&
&##&promotion.the_number_of_individual_price_limiting_times_must_be_a_positive_integer&##&,&##&个人砍价限制次数必须为正整数&##&
&##&promotion.what_do_you_say&##&,&##&说啥呢&##&
&##&promotion.add_to&##&,&##&添加&##&
&##&promotion.the_individual_purchase_limit_must_be_a_positive_integer&##&,&##&砍价个人限购必须为正整数&##&
&##&promotion.whether_or_not_it_has_been_selected&##&,&##&是否已选&##&
&##&promotion.cry&##&,&##&大哭&##&
&##&promotion.apply_for_registration&##&,&##&申请报名&##&
&##&promotion.must_be_a_positive_integer&##&,&##&必须为正整数&##&
&##&promotion.retail_direct_drop_is_not_greater_than_the_original_price&##&,&##&零售直降不能大于原价&##&
&##&promotion.optional&##&,&##&任选&##&
&##&promotion.image_loading&##&,&##&图片加载中&##&
&##&promotion.set_by_member_type&##&,&##&按会员类型设置&##&
&##&promotion.please_choose_what_you_need_to_add&##&,&##&请选择需要添加的&##&
&##&promotion.purchase_of_members&##&,&##&内购会员&##&
&##&promotion.may_you_be_happy_and_prosperous&##&,&##&恭喜发财&##&
&##&promotion.wait_a_moment&##&,&##&稍等&##&
&##&promotion.closed&##&,&##&已关闭&##&
&##&promotion.staircase_price&##&,&##&阶梯价&##&
&##&promotion.brand_restriction&##&,&##&品牌选择&##&
&##&promotion.expected_rebate_value&##&,&##&预计返利值&##&
&##&promotion.add_enrolment&##&,&##&添加报名商品&##&
&##&promotion.one_not_uploaded_file&##&,&##&个未上传文件&##&
&##&promotion.only_limit_of_random_amount_voucher&##&,&##&随机金额券仅限&##&
&##&promotion.collage_mode&##&,&##&拼团模式&##&
&##&promotion.marketing_center&##&,&##&营销中心&##&
&##&promotion.membership_account&##&,&##&会员所属账号&##&
&##&promotion.financial_audit&##&,&##&待财务审核&##&
&##&promotion.file_format_is_not_allowed&##&,&##&文件格式不允许&##&
&##&promotion.ritual_gold_card_content&##&,&##&礼金卡内容&##&
&##&promotion.time_dimension&##&,&##&时间维度&##&
&##&promotion.despise&##&,&##&鄙视&##&
&##&promotion.use_object_membership_level_must_be_selected&##&,&##&使用对象会员等级必须选择&##&
&##&promotion.type_of_restricted_member&##&,&##&限购会员类型&##&
&##&promotion.view_the_list_of_lottery_activities&##&,&##&查看抽奖活动列表&##&
&##&promotion.delete_editor&##&,&##&删除编辑器&##&
&##&promotion.voucher&##&,&##&不能发券&##&
&##&promotion.shave&##&,&##&刮胡子&##&
&##&promotion.retail_discount_input_is_mistaken&##&,&##&零售折扣输入有误&##&
&##&promotion.express_no_limit&##&,&##&表示不限&##&
&##&promotion.the_choice_of_platform_coupons_can_be_used_for_all_platform_goods&##&,&##&选择平台券则可作用于全平台商品&##&
&##&promotion.only_when_a_link_is_selected_to_take_effect&##&,&##&只支持选中一个链接时生效&##&
&##&promotion.promotion_types_must_be_selected&##&,&##&促销类型必须选择&##&
&##&promotion.sales_promotion_by_setting_specific_prices_of_goods&##&,&##&通过设置商品特定价格进行商品促销&##&
&##&promotion.pure_text_paste_mode&##&,&##&纯文本粘贴模式&##&
&##&promotion.the_quantity_available_is&##&,&##&可发行数量为&##&
&##&promotion.sales_promotion_by_setting_the_number_of_order_goods&##&,&##&通过设置订单商品数量门槛进行商品促销&##&
&##&promotion.full_volume_fold&##&,&##&满量折&##&
&##&promotion.create_lottery_promotion_activities&##&,&##&创建抽奖类促销活动&##&
&##&promotion.withdrawal_of_goods&##&,&##&撤出商品&##&
&##&promotion.underline&##&,&##&下划线&##&
&##&promotion.electronic_coupons&##&,&##&电子券&##&
&##&promotion.recruitment_object&##&,&##&招募对象&##&
&##&promotion.five&##&,&##&五&##&
&##&promotion.new_selling_price&##&,&##&新售价&##&
&##&promotion.baidu_maps&##&,&##&百度地图&##&
&##&promotion.whether_it_has_been_sold_today&##&,&##&是否今日已经销售&##&
&##&promotion.promotion_discount_input_is_wrong&##&,&##&促销折扣输入有误&##&
&##&promotion.the_name_of_the_coupon_should_be_limited_to&##&,&##&优惠券名称应限制在&##&
&##&promotion.fruits&##&,&##&水果&##&
&##&promotion.green&##&,&##&绿&##&
&##&promotion.the_type_of_coupons&##&,&##&的优惠券种类&##&
&##&promotion.whether_the_deposit_is_refundable&##&,&##&定金是否可退&##&
&##&promotion.blank_document&##&,&##&空白文档&##&
&##&promotion.activity_registration_time&##&,&##&活动报名时间&##&
&##&promotion.full_promotion_created_successfully&##&,&##&满额促销活动创建成功&##&
&##&promotion.measurement_unit&##&,&##&计量单位&##&
&##&promotion.naughty&##&,&##&调皮&##&
&##&promotion.obtain_content&##&,&##&获得内容&##&
&##&promotion.in_a_regiment&##&,&##&开团中&##&
&##&promotion.failure_of_the_day&##&,&##&天后失效&##&
&##&promotion.single_share&##&,&##&下单分享&##&
&##&promotion.continue_submission&##&,&##&继续提交&##&
&##&promotion.text_content&##&,&##&文本内容&##&
&##&promotion.every_monday&##&,&##&每周一&##&
&##&promotion.does_it_confirm_that_the_audit_does_not_pass&##&,&##&是否确认审核不通过&##&
&##&promotion.back_twist&##&,&##&背扭&##&
&##&promotion.the_number_must_be_a_positive_integer&##&,&##&数必须为正整数&##&
&##&promotion.right_merge_cell&##&,&##&右合并单元格&##&
&##&promotion.write_content&##&,&##&写入内容&##&
&##&promotion.a_single_gift_selection_must_be_a_positive_integer_number&##&,&##&单次赠送选品数必须为正整数&##&
&##&promotion.the_number_of_single_grants_should_be_limited_to&##&,&##&单次赠送数量应限制在&##&
&##&promotion.merge_right&##&,&##&向右合并&##&
&##&promotion.award_name&##&,&##&奖项名称&##&
&##&promotion.export_selected_goods&##&,&##&导出选中商品&##&
&##&promotion.abstract&##&,&##&摘要&##&
&##&promotion.current_progress&##&,&##&当前进度&##&
&##&promotion.query&##&,&##&查询&##&
&##&promotion.yellow&##&,&##&黄&##&
&##&promotion.winning_prizes&##&,&##&中奖奖品&##&
&##&promotion.determine&##&,&##&确定&##&
&##&promotion.the_end_time_of_the_active_time_of_the_activity_can_not_be_empty&##&,&##&活动生效时间结束时间不能为空&##&
&##&promotion.the_end_time_must_be_greater_than_the_start_time&##&,&##&结束时间必须大于开始时间&##&
&##&promotion.date_of_recommendation&##&,&##&推荐码有效期&##&
&##&promotion.network_connection_error&##&,&##&网络连接错误&##&
&##&promotion.russian_character&##&,&##&俄文字符&##&
&##&promotion.registration_activities&##&,&##&报名活动&##&
&##&promotion.no_data_was_found&##&,&##&未找到数据&##&
&##&promotion.consumers_and_businesses_all_over_the_world&##&,&##&全世界的消费者以及商家&##&
&##&promotion.rub_face&##&,&##&揉脸&##&
&##&promotion.fire&##&,&##&火&##&
&##&promotion.shift_enter&##&,&##&软回车&##&
&##&promotion.import_success&##&,&##&导入成功&##&
&##&promotion.background&##&,&##&背景&##&
&##&promotion.the_higher_the_value_is_the_highest_priority&##&,&##&值越大优先级为最高&##&
&##&promotion.pre_sale_type_can_not_be_empty&##&,&##&预售类型不能为空&##&
&##&promotion.order_has_been_received&##&,&##&订单已收货&##&
&##&promotion.enter_the_title_of_the_resume_here&##&,&##&此处键入简历标题&##&
&##&promotion.flashover_price_input_is_wrong&##&,&##&闪购价输入有误&##&
&##&promotion.enrolment&##&,&##&报名中&##&
&##&promotion.the_closing_time_of_the_registration_must_be_greater_than_the_start_of_the_activity&##&,&##&报名活动结束时间必须大于活动开始时间&##&
&##&promotion.explosion_hit&##&,&##&爆揍&##&
&##&promotion.post_promotion&##&,&##&包邮促销&##&
&##&promotion.activity_recruitment&##&,&##&活动招募&##&
&##&promotion.already_used&##&,&##&已使用&##&
&##&promotion.flash_purchase_of_commodity_picture_uploading_failure&##&,&##&闪购商品图片上传失败&##&
&##&promotion.create_a_single_promotion&##&,&##&创建单一促销活动&##&
&##&promotion.the_following_goods_are_taking_part_in_the_same_type_of_promotion&##&,&##&以下商品正在参与同类型的促销活动&##&
&##&promotion.straight_down&##&,&##&直降&##&
&##&promotion.platform_audit_failed_to_pass&##&,&##&平台审核未通过&##&
&##&promotion.superscript&##&,&##&上标&##&
&##&promotion.use_a_semicolon_for_multiple_cell_phone_numbers&##&,&##&多个手机号时用分号&##&
&##&promotion.fractional_deposit&##&,&##&分定金&##&
&##&promotion.batch_setup&##&,&##&批量设置&##&
&##&promotion.the_price_of_a_collage_is_a_positive_number_of_two_decimal_places&##&,&##&拼团价格为最多两位小数的正数&##&
&##&promotion.price_starting_price&##&,&##&砍价起始价&##&
&##&promotion.sigh&##&,&##&叹气&##&
&##&promotion.create_coupons&##&,&##&创建优惠券&##&
&##&promotion.first_level_payment_must_be_selected&##&,&##&一级支付方式必须选择&##&
&##&promotion.single_regiment&##&,&##&单品团&##&
&##&promotion.source_of_activity&##&,&##&活动来源&##&
&##&promotion.got_it&##&,&##&知道了&##&
&##&promotion.format&##&,&##&格式&##&
&##&promotion.the_start_time_of_the_creation_time_is_not_greater_than_the_end_time&##&,&##&创建时间的开始时间不能大于结束时间&##&
&##&promotion.head&##&,&##&转头&##&
&##&promotion.single_discount_promotion&##&,&##&单一折扣促销&##&
&##&promotion.default_closes_automatic_height&##&,&##&默认关闭了自动长高&##&
